gene	TAM 1	TAM 2	prol. TAM6	prol. TAM13	DC1	DC2	DC3	DC4	Monocytes	T cells	Regulatory T cells	NK cells	B cells	plasma B cells	Mast cells
Uba6	0	0	0	0	0.166620724	0	0	0	0	0	0	0	0	0	0
Arid3b	0	0	0	0	0.159091261	0	0	0	0	0	0	0	0.274337529	0	0
Chd3os	0	0	0	0	0.107758326	0	0	0	0	0	0	0	0	0	0
Nudt2	0	0	0	0	0.32500947	0	0	0	0	0.14484722	0	0	0	0.092080208	0
1110008L16Rik	0	0	0	0	0.093923203	0	0	0	0	0	0	0	0	0	0
Creb3	0	0	0	0	0.439291361	0	0	1.202754542	0	0.201942119	0	0.178127455	0.216498593	0.215544777	0
Cand1	0	0	0	0	0.227333612	0	0.273516931	0	0	0	0	0	0	0	0
Ublcp1	0	0	0	0	0.205379484	0.209427898	0.085490917	0	0	0	0	0.214474459	0.339584818	0	0
Atp6v1d	0	0	0	0	1.609777205	0	0.740130068	3.255114165	0	0.85112304	0	0.888180611	0.593018036	0.381775828	0
Dusp16	0	0	0	0	0.149018841	0	0.224611874	0	0	0	0	0	0	0	0
Gmppb	0	0	0	0	0.37418035	0.419317607	0	0.428192015	0.41089322	0	0	0	0.128174248	0.424818473	0
Slfn8	0	0	0	0	0.219635495	0	0.11921613	0	1.040324172	0.731116862	0	0	0.408147479	0.060382759	0.367308088
Tsnax	0	0	0	0	0.365904544	0	0.155881106	0	0	0	0.397000105	0	0	0.131849407	0
Camta1	0	0	0	0	0.42899841	0	0	0	0	0	0	0	0	0.118932557	0.504917067
Map4k5	0	0	0	0	0.097706577	0	0	0	0	0	0	0	0	0	0
Noa1	0	0	0	0	0.167061504	0	0	0	0	0	0	0	0	0	0
Ppan	0	0	0	0	0.276481518	0	0.089003044	0	0	0	0	0.26575364	0	0.118192722	0
Pi4k2a	0	0	0	0	0.402813878	0	0	0	0	0.125856063	0.104412072	0.116802438	0.146362425	0.0767313	0.104284918
Cog2	0	0	0	0	0.18596966	0	0	0	0	0	0	0	0	0	0
Phactr2	0	0	0	0	0.201420436	0	0	0.328845396	0	0	0	0	0	0	0
Ints8	0	0	0	0	0.153389195	0	0	0	0	0	0	0	0	0	0
Smad4	0	0	0	0	0.285744504	0.307747033	0.412911363	0	0	0	0	0	0	0	0
Casp2	0	0	0	0	0.179249743	0.188471046	0	0	0	0	0	0	0	0	0
Oas3	0	0	0	0	0.28565741	0	0.39319039	0.201562472	1.225556631	0	0	0.356210806	0.380860274	0.084408768	0.294423282
Casp4	0	0	0	0	0.18482923	0	0.51287463	0.235189269	0.892742134	0	0	0	0	0.132760622	0.248314824
Zfp422	0	0	0	0	0.182852614	0.161495633	0	0.248391278	0	0	0	0	0	0	0.275938169
Pygo2	0	0	0	0	0.190551051	0	0	0	0	0	0	0	0	0	0
Acot13	0	0	0	0	0.226419853	0	0.272831651	0.712992698	0	0	0.363854671	0	0.393678083	0.261476984	0
Bscl2	0	0	0	0	0.42229037	0	0.19282719	1.144832166	0	0	0	0.525223271	0.401915151	0.322976484	0.572023457
Trim30b	0	0	0	0	0.205467236	0.390326825	0	0.335895512	0.423388781	0	0	0	0.50428774	0	0
Patz1	0	0	0	0	0.147637051	0	0	0	0	0	0	0	0	0	0.357016218
Polr3gl	0	0	0	0	0.070047687	0.148796013	0.063482773	0.962528229	0	0	0	0	0	0.129460757	0.579878287
Isoc1	0	0	0	0	0.213880747	0	0	0	0	0.082915076	0	0	0	0.045882169	0
Naa25	0	0	0	0	0.238708191	0	0	0	0	0.090477638	0.075504006	0.083654745	0	0.066074408	0
Nrip1	0	0	0	0	0.234707799	0	1.513529053	0.265299489	0	0	1.841809757	0.379430435	0.202341239	0.21236925	0.326656812
Ap1m1	0	0	0	0	0.366074908	0	0	0	0	0	0	0	0.358183082	0.090277314	0
Rab11fip4	0	0	0	0	0.127421895	0	0	0	0	0	0	0	0	0	0
Snx9	0	0	0	0	0.19583843	0.192594147	0	0.375306781	0	0.047783531	0.244500712	0	0	0	0
Akt3	0	0	0	0	0.133771806	0.195229003	0.337429947	0	0	0	0	0	0	0	0
Cenpv	0	0	0	0	0.121538837	0	0	0	0	0	0	0	0	0	0
Pydc4	0	0	0	0	0.545695218	0	0.347326873	0.443034245	2.62722202	0	0	0.864745042	0	0.211120701	0.237401688
Tmem55a	0	0	0	0	0.035398568	0.04918127	0.035892645	0.061598925	0	0	0	0	0.0710882	0.04910372	0.232042075
Rbms2	0	0	0	0	0.056595201	0.129256199	0.072537285	0	0	0	0	0	0	0.10825777	0
Dfna5	0	0	0	0	0.122052051	0	0	0	0	0	0	0	0	0	0
Pus3	0	0	0	0	0.116846717	0	0	0	0	0	0	0	0	0	0
Hhex	0	0	0	0	0.532306319	0.878840886	0.267606032	1.128251431	0	0.053216824	0.023025372	0	0.670117041	0.026791703	0.517183171
Flnb	0	0	0	0	0.14796377	0.216667466	0.245392603	0	0	0	0	0	0	0	0
Prkab2	0	0	0	0	0.109759707	0	0	0	0	0	0	0	0	0	0
Ero1lb	0	0	0	0	0.132508795	0	0	0	0	0	0	0	0.386671111	0.411041244	0
Gm37494	0	0	0	0	0.099391697	0	0	0	0	0	0	0	0	0	0
Atg2b	0	0	0	0	0.101972414	0	0	0	0	0	0	0	0	0	0
Map3k4	0	0	0	0	0.208133661	0	0	0	0	0	0.222458613	0	0	0	0
Kif1b	0	0	0	0	0.071752431	0	0.386285816	0.031142977	0	0	0.129303915	0	0.103067769	0.052190047	0.090591463
Fdxr	0	0	0	0	0.152725087	0	0	0	0	0	0.22579188	0	0	0	0
Csprs	0	0	0	0	0.119111239	0	0	0	0	0	0	0	0.297704901	0	0
B4galt7	0	0	0	0	0.044519062	0	0.040884756	0.087083751	0	0	0	0	0	0.041007472	0.240938492
Gdpd5	0	0	0	0	0.109804496	0	0	0	0	0	0	0	0	0	0
Ept1	0	0	0	0	0.127916315	0	0	0	0	0	0	0	0	0	0
Tank	0	0	0	0	0.207921896	0	1.41067361	0.225188479	0.655262363	0.325618668	0.992743172	0.235370472	0	0.22476932	0.220818587
Rnf213	0	0	0	0	0.841781657	0	0.738129446	0.651685442	0	0	0	0	0	0.229935067	0.685707236
Ece2	0	0	0	0	0.271377063	0	0.068048977	0	0	0.09868979	0.086679066	0.090565125	0.087380056	0.059076839	0.117518335
Mocs2	0	0	0	0	0.210743595	0	0.242557601	0	0	0.312168736	0	0	0.254045689	0.164749765	0
Azi2	0	0	0	0	0.183404042	0.225500436	0	0	0.564007216	0	0.562964444	0	0.174735235	0.196747266	0
Sec62	0	0	0	0	0.913607473	0	0.913019734	0	0	0	2.091379981	0	0	0	0
Hps5	0	0	0	0	0.181491517	0	0	0	0	0	0	0	0	0	0
Spcs1	0	0	0	0	1.725276445	1.741497333	1.223297377	3.206160932	0	0	3.590307055	0	1.200415205	6.199377757	0
Mbtd1	0	0	0	0	0.331270378	0.455716543	0.626410068	0	0	0	0	0.129057969	0	0.065049937	0
Lpxn	0	0	0	0	0.502790015	0.422801871	0.064959451	0.508199924	0	1.237546082	0	0	1.200095915	0.116170218	0
Gramd1a	0	0	0	0	0.118243317	0.218264327	0.15680194	0.169091855	0.22392991	0.644757097	0	0.794849497	0	0.118605404	0.140340315
Gpn1	0	0	0	0	0.230060033	0.248699121	0	0	0	0	0	0	0.099665728	0.053476279	0
Crtc2	0	0	0	0	0.158553794	0	0.366719048	0	0	0	0	0	0	0	0
Ccr9	0	0	0	0	0.108106194	0	0	12.62078775	0	0	0	0	0	0	0
Spata5	0	0	0	0	0.147236835	0	0	0	0	0	0	0	0	0	0
Gatb	0	0	0	0	0.109616903	0	0	0	0	0	0	0	0	0	0
St3gal1	0	0	0	0	0.179647093	0	0.29742117	0	0.294362818	0	0	0	0	0	0
Plxnc1	0	0	0	0	0.042572034	0	0.903140987	0.091774079	0	0.073477544	0.064229023	0.079348753	0	0.044541037	0.022478412
Hscb	0	0	0	0	0.248692965	0	0.273041915	0.334950108	0.34792009	0	0.321652144	0	0	0.140986667	0
Slc25a13	0	0	0	0	0.090882078	0	0	0	0	0	0	0	0	0	0
Man2a1	0	0	0	0	0.145175152	0.183565449	0.130537969	0.201201817	0	0	0	0.15778033	0.193067069	0	0
Oasl1	0	0	0	0	1.227768527	0	1.394252357	0.521331586	2.102693434	0.238591123	0.259444006	0.465390002	0.468812373	0.089326688	0.322457826
Gbp5	0	0	0	0	0.096067201	0	0.933568159	0.031251213	0.490983337	0.108825627	0	0	0	0.029499344	0.029636489
2810474O19Rik	0	0	0	0	0.634453223	0	1.752464073	0.743646997	1.660838844	0	0	0	0	0.435034995	0.662694245
2610001J05Rik	0	0	0	0	0.767943058	0	1.640363966	0	0	0.775523751	0	0	0.705126526	0.297880309	0
Aff1	0	0	0	0	0.197189583	0	0	0	0	0.059607756	0	0	0	0	0
Cr1l	0	0	0	0	0.276676912	0	0	0	0	0	0.731115267	0.728015641	0	0	0
C2cd2l	0	0	0	0	0.100688448	0	0	0	0	0	0	0	0	0	0
Aup1	0	0	0	0	0.714862841	0	0	0	0	0.727751184	0	0.734096631	0.748105821	0	0.569960459
Chpt1	0	0	0	0	0.075056734	0.113251858	0.58784953	0.09524011	0.303295709	0	0.047239796	0.101248358	0.071501071	0.052479457	0.034509552
Ndufs3	0	0	0	0	0.882435528	0	0.694249131	0	0	0	0	0.933361364	0.867506438	0.917925232	0
Pxk	0	0	0	0	0.093526074	0	0.136624209	0.057634282	0.386245196	0	0	0	0.373378863	0.078777176	0.105097854
Tm4sf5	0	0	0	0	0.198355475	0.255784447	1.236263253	1.07299152	0	0	0	0	0	0	0
Sidt2	0	0	0	0	0.084449041	0	0	0	0	0	0	0	0	0	0.108384033
Pde8a	0	0	0	0	0.111890217	0	0	0	0	0	0	0	0	0	0
Slc3a2	0	0	0	0	1.933047155	0	0	0	3.617733757	0	0	0	1.34356405	3.5567693	0
Phf21a	0	0	0	0	0.089312581	0	0.531123837	0	0	0	0	0	0	0.070759934	0
Adap1	0	0	0	0	0.067110116	0	0.762873519	0.065797574	0	0.07331645	0	0.073803724	0.08130949	0.054937598	0.040663708
Impact	0	0	0	0	0.097704681	0.135639829	0.145280665	0	0	0	0.123403929	0	0.338159271	0.091948055	0
Trim8	0	0	0	0	0.155410513	0.184222425	0	0	0	0	0.389909175	0.147049451	0.174032562	0.085666433	0.185744998
Itgav	0	0	0	0	0.168194568	0.105412058	0.101771831	0.057338926	0	0	1.431624497	0.247070313	0.136352938	0.066871813	0.146460576
Irgm2	0	0	0	0	0.070430826	0	0	0.071435966	0.235745298	0	0	0	0.065905953	0.043493142	0
Arhgef2	0	0	0	0	0.237984043	0	0.721602114	0.210986517	0	0.295763479	0	0	0.301399365	0.112012557	0
Rassf2	0	0	0	0	0.186798721	0	1.80237845	0.137384152	0	0.264658225	0.145635984	0.187772248	0.536096487	0.083516112	0.186099799
Atp6v1e1	0	0	0	0	0.834473566	0	0.917505908	0	2.046286018	0.834373954	0	0.850492918	0.721450753	0.475991593	0.899183054
Jun	0	0	0	0	1.574887184	3.303470454	1.596522049	3.592464358	4.863561072	1.031502087	1.28795142	1.388836757	1.416347327	0	14.4446995
Osbpl8	0	0	0	0	0.077997365	0.113401608	0.355289248	0	0	0	0	0	0	0.044963897	0.813883383
Galk1	0	0	0	0	0.199044843	0.230979473	0.079536677	1.199087389	0	0	0.592018194	0	0.215427706	0	0
Rsrp1	0	0	0	0	1.459217718	0	0	2.850559321	0	0	0	0	0	0.903392968	1.290948409
Ddx24	0	0	0	0	1.197882441	0	1.145308166	0	0	2.039258044	2.641301367	0	0	0.736474493	0
Tonsl	0	0	0	0	1.121267533	0	1.119216508	0	0	1.927665454	1.930223767	2.063810791	0	0.724852074	1.960730066
Necap2	0	0	0	0	0.798568716	1.582473309	2.613487785	1.738788654	1.538841645	0.469811445	0.723251089	0.468874031	0.592749916	0.423397409	0.457490635
Pfdn1	0	0	0	0	0.640518113	0.758020555	0.652204549	0	0	0	1.454929447	0	0.73545967	0.383016098	0
Bcap31	0	0	0	0	0.667674255	0.722358423	0.561272854	0	0	0	1.353215945	0	0.639859083	0.479384941	0
Vmp1	0	0	0	0	0.635634438	0	0.445087026	0.566295194	1.337757216	0	2.120465234	0	0.66665335	0	0
Lonp2	0	0	0	0	0.097466051	0	0	0	0	0.215392239	0.273425226	0	0	0.064190909	0
Bola3	0	0	0	0	0.638131252	0	0.387908455	0	0.435812853	0	0	0	0	0.429059198	1.345480995
Snapc5	0	0	0	0	0.602132136	0	0.608613692	0	0	0	0	0	0.470103902	0.228375965	0
Snw1	0	0	0	0	0.723391339	0	0	0	0	0	1.518889097	0	0	0.388665366	0
Atp1a1	0	0	0	0	0.612878944	0	0	1.855323667	0	0.583613273	0	0.57839678	0.365237324	0.195074333	0.576529159
Fam173a	0	0	0	0	0.542030249	0	0.592680079	0	0.613418819	0	1.353121639	0	0	0.467253647	0
Rbm18	0	0	0	0	0.100527861	0	0	0	0	0	0	0	0	0.088414941	0.096567085
Alg5	0	0	0	0	0.485396496	0	0.189447778	0	0	0	0	0	0.271114249	0	0
Naa20	0	0	0	0	0.557393749	0	0.505099565	0.426060878	0	1.105375851	1.412308806	0	0.445209128	0.258074283	0.573303867
Itgb1	0	0	0	0	0.552065555	0.647206767	1.595754037	0.472991613	0.592922743	0	0.456136142	2.415925312	0.557649152	0.204704483	0.618969209
Cers2	0	0	0	0	0.425150577	0.492574016	0.298122791	0	0	0	0	0	0.446630109	0	0.450458116
Tgfb1	0	0	0	0	1.39747587	0	0.568251721	0	3.050670659	1.219732379	2.426643168	3.162190421	1.100508771	0.297904476	1.361957376
Ssbp4	0	0	0	0	0.494641914	0	0.122559488	0.263995334	0	0	0	0	0.318395241	0.141888956	0
Faim	0	0	0	0	0.470044768	0	0	0	0	0	0.924245579	0	0.449335669	0.20781074	0
Prex1	0	0	0	0	0.456102616	0	1.459707726	0.30631666	0	0	0	0.899279848	0.361233141	0.111977835	0.165450529
Trappc3	0	0	0	0	0.393165759	0	0	0	0	0	0	0.432963764	0.436077253	0.225734798	0
9930111J21Rik2	0	0	0	0	0.457389129	0	0.285404468	0	0.951046802	0.95993624	0	0	0	0.277462653	0.261717274
Smim4	0	0	0	0	0.452837946	0	0.172642523	0	0	0	0.389748561	0	0.427941381	0.299107333	0
Ptp4a1	0	0	0	0	0.366824936	0	0	0.366117715	0.973444959	0.385106584	0	0	0.323887029	0.222159636	0
Zmat5	0	0	0	0	0.422402666	0	0	0	0	0	0	0	0.433669493	0.245401814	0
Nudcd3	0	0	0	0	0.45839838	0	0	1.380213063	0	0.795102883	0.941045188	0	0	0.364085609	0
Wipf1	0	0	0	0	0.411027014	0	0	0.351746868	0	0.961849621	0	0.915414813	0	0.138392382	0
Smim20	0	0	0	0	0.405616511	0	0	0	0	0	0	0	0	0.178947366	0
Tor2a	0	0	0	0	0.362729272	0	0.250534073	0.771619254	0	0	0	0	0.348552347	0	0
Dpm2	0	0	0	0	0.348368387	0	0	0	0	0	0	0	0.30790966	0.174824686	0
Dpm3	0	0	0	0	0.80261086	0	0.464730436	1.990651167	0	0	0	1.61612471	0	0	2.002136542
Tmem120a	0	0	0	0	0.106794282	0	0	0	0	0	0.334167907	0	0	0	0
Tpp2	0	0	0	0	0.276212361	0.311120751	0.279605044	0.239506093	0	0	1.233717453	0	0	0.230678505	0.26767357
Il10ra	0	0	0	0	0.363651398	0	0	0	0.860089938	0.288422239	0.287690624	0	0.217708934	0.076101041	0.299032203
Mpv17l2	0	0	0	0	0.270183259	0	0.227099857	0	0	0	0	0	0.150604457	0.140835934	0
Smim15	0	0	0	0	0.329670654	0	0.253839555	0	0	0	0.842940049	0	0	0.159542818	0
Manbal	0	0	0	0	0.323077875	0	0.725712036	0	0	0	0	0	0.280748816	0.129907128	0
Mycbp2	0	0	0	0	0.741849996	1.580652205	0	0	1.466773286	0	0	0	2.196404176	0.424516848	0.435598115
Vamp4	0	0	0	0	0.301999677	0	0	0.267644148	0.717819764	0	0	0.312450183	0.271073665	0.179902232	0
Otulin	0	0	0	0	0.322243665	0	0	0	0	0	0	0.716713535	0	0.096465572	0
Cmpk2	0	0	0	0	0.172992164	0	0.107313012	0.105300342	0.843746858	0	0	0.214823513	0.141469796	0.063892685	0
Vps26a	0	0	0	0	0.267387847	0	0	0	0.615254032	0.217362399	0	0.195956033	0.24620089	0.084025973	0
Gsk3b	0	0	0	0	0.311350202	0	0	0	0	0	0.627124689	0	0	0.196391973	0
Mthfsl	0	0	0	0	0.257227345	0	1.242826605	0	0.651667312	0	0	0.272465449	0.301918135	0.131443552	0
Phf3	0	0	0	0	0.325719894	0	0.656465668	0	0	0.592735594	0.693025388	0.697060373	0	0.311153378	0
Got1	0	0	0	0	0.339099782	0	2.458037625	0.230418115	0	0.268804252	1.035395626	0.200724075	0.315524798	0.198554723	0.218140682
Zmynd8	0	0	0	0	0.278160179	0	0.549752895	1.371391151	0	0.291373175	0	0.286277489	0	0.218145225	0
Tmem60	0	0	0	0	0.243171614	0	0.232813412	0.509029628	0	0	0.507706833	0	0	0.140788248	0.517059136
Psmd10	0	0	0	0	0.272575483	0	0.5983908	0	0	0	0	0	0	0.131228056	0
Gpr108	0	0	0	0	0.270191768	0	0	0	0.522671075	0.237321011	0	0.254069826	0.223403144	0.199453569	0.185059389
Prkcb	0	0	0	0	0.199056965	0	0.069615347	0.987132518	0.206612517	0.282188292	0.229961667	0	0.981183132	0.083209037	2.049336197
Eea1	0	0	0	0	0.19512899	0.164554353	0	0.141852593	0	0.519531159	1.142269356	0.268656024	0.146068311	0.121704538	0
Upf2	0	0	0	0	0.231200652	0	0	0	0	0	0.485322857	0	0.532753666	0	0
Nudt16l1	0	0	0	0	0.21169783	0	0	0.485424436	0	0	0	0	0.235536024	0.077314702	0
Ebpl	0	0	0	0	0.173286682	0.230008621	0.106548786	0.528953521	0.130364293	0.475848852	0.4632291	0	0.218185772	0.164671844	0
Stat6	0	0	0	0	0.234042023	0	0.452115889	0	0	0	0	0	0	0.076492337	0
Add1	0	0	0	0	0.230652124	0.229334462	0.66924353	0	0	0.429873879	0.55966875	0.458632378	0	0.108764571	0
Snapin	0	0	0	0	0.202629916	0	0	0	0	0	0	0	0	0.100875288	0
Mthfs	0	0	0	0	0.198842779	0	0.789186858	0.256273572	0.50402273	0.248780358	0	0.23646508	0.177413449	0.079387953	0.185841061
Ist1	0	0	0	0	0.205679837	0	0	0	0.558348131	0.177179475	0.181177443	0.209725034	0	0.100496626	0.188868851
Mapre2	0	0	0	0	0.217054022	0.226059935	0.65522847	0	0	0	0	0	0	0	0.246682781
Ubn1	0	0	0	0	0.262938718	0	0	0	0	0.486737364	0	0	0	0.228648376	0
Pafah1b2	0	0	0	0	0.199461436	0	0	0	0	0	0.483280338	0	0	0.17027098	0
Gpr107	0	0	0	0	0.196804837	0	0.450167624	0	0	0.224136234	0	0.182016011	0.207612125	0.12656764	0.154176495
Commd3	0	0	0	0	0.749398467	0	0	1.40915985	0	0	0	0	0.726439489	0.529466746	0
2210016L21Rik	0	0	0	0	0.22047766	0	0.469135438	0	0	0	0	0	0	0.196357765	0
Utp14a	0	0	0	0	0.218656013	0	0.090948836	0	0	0	0.209167914	0	0	0.136404087	0.180434164
Dera	0	0	0	0	0.22417424	0	0	0	0	0	0.445397444	0	0	0.170723155	0
Golga4	0	0	0	0	0.224838222	0	0	0	0	0	0	0	0	0	0
Mfng	0	0	0	0	0.18035224	0	0.059412559	0	0.197139498	0.448422484	0	0.432485033	0	0.085092976	0.169543901
Prkacb	0	0	0	0	0.155948879	0	0.130920837	0	0.126423377	0.476200976	0	0.557773689	0	0.064878392	0.946236414
Gak	0	0	0	0	0.188733837	0	0	0	0	0	0	0	0.153956158	0.09839294	0
Foxn3	0	0	0	0	0.213625953	0	0.775708192	0.482695048	0	0	0.531793433	0.211140269	0	0	0.150461952
Klf7	0	0	0	0	0.14062293	0	0.147736629	0.145514013	0	0	0	0	0.1197984	0.107893047	0
Dhrs7	0	0	0	0	0.189515218	0	0.101515074	0.61969506	0	0	0.631946598	0	0.139644131	0	0
Kansl1	0	0	0	0	0.231240972	0	0.52369943	0	0	0	0.507756329	0	0	0.100340728	0.214106036
Desi2	0	0	0	0	0.186318783	0.187746102	0.096022388	0	0	0.376290001	0	0	0	0	0
Agtrap	0	0	0	0	0.165472034	0	0	0.390763176	0	0.167371679	0	0	0.097858255	0.063409618	0
Rap2c	0	0	0	0	0.171883714	0	0	0	0.628614372	0.213264561	0	0	0	0.086618441	0.139585706
Hadh	0	0	0	0	0.150343311	0.09203307	0.080043939	0.111961402	0	0	0.387321033	0	0	0.097118836	0.380267301
Nfatc1	0	0	0	0	0.190396189	0	0.061451687	0	0	0.477254467	0.480540206	0.439296506	0.427862258	0.064983621	0.466810448
Lpin2	0	0	0	0	0.170964393	0	0.461036134	0	0	0.193303035	0.167105497	0.193047743	0.134298966	0.107778733	0.164048219
Acaa2	0	0	0	0	0.182206996	0	0.080154678	0.114225322	0	0.383080388	0	0	0	0.088135999	0
Pex16	0	0	0	0	0.192734181	0	0.591120135	0.437669054	0	0	0.452970132	0	0	0.139203646	0
Stx6	0	0	0	0	0.159289241	0	0.397595061	0.37111107	0	0.350946576	0.447460793	0	0	0.06220342	0.165180076
Gnptg	0	0	0	0	0.101808546	0.129539004	0.094285068	0	0.153316983	0.389801089	0.419193431	0.376220727	0.095606773	0.104785519	0.161524282
Rasa1	0	0	0	0	0.123818051	0.129951894	0.159199404	0.113478112	0.144830714	0.338535237	0.467001302	0.367750727	0.149510715	0.082944604	0
Pdk1	0	0	0	0	0.121338082	0.140793826	0.097239596	0.138708203	0	0	0	0	0.141713844	0.031026756	0.118612482
Phf20l1	0	0	0	0	0.19343036	0	0	0	0	0.464415553	0.421507248	0	0	0.140462478	0
Ankra2	0	0	0	0	0.16960832	0	0	0	0	0.351623534	0.358752262	0	0	0	0
Cryzl1	0	0	0	0	0.111350505	0	0	0	0	0	0	0	0	0.080154931	0
Smg9	0	0	0	0	0.1620323	0	0.13165393	0	0.388497114	0	0	0	0	0.052753358	0.149783932
Por	0	0	0	0	0.10792394	0.364894776	0.080398461	0	0.316509335	0	0	0	0.140319918	0.047249284	0.500701671
Ptger4	0	0	0	0	0.172738698	0.379781456	0.976077428	0.074793855	0	0.166128431	0.361086047	0.162235377	0.169616532	0.038176939	0.106413245
Atp13a3	0	0	0	0	0.145481489	0	0.150588179	0.656558867	0	0	0	0	0	0.116484379	0
Taok1	0	0	0	0	0.186549665	0	0.451019974	0	0	0	0	0	0	0.083268183	0
Ostm1	0	0	0	0	0.128080352	0	0.136309113	0.370395252	0	0	0	0	0.130230994	0	0
Cep164	0	0	0	0	0.140882176	0	0.137308267	0.499207828	0.126017046	0	0	0.108526175	0	0.072677757	0.114010711
Ocel1	0	0	0	0	0.123156161	0	0.149116745	0.391579262	0	0.153525134	0	0	0	0.069315608	0.137181749
Akap8l	0	0	0	0	0.134428632	0	0	0	0	0	0	0	0	0.110700707	0
Sema4d	0	0	0	0	0.499373685	0	0.104653237	1.265012446	1.0769355	0	1.52917539	0	0	0.214206313	1.151331646
Tbc1d10a	0	0	0	0	0.11643181	0	0.37679689	0.122689227	0	0	0	0	0	0.056013779	0
Tsix	0	0	0	0	0.133026139	0	0	0.40092767	0	0	0	0	0.423115375	0.145019944	0.572112131
Trpm7	0	0	0	0	0.138952024	0	0	0	0	0	0	0	0	0.057057213	0
Med15	0	0	0	0	0.151816926	0	0	0	0	0	0.364633068	0	0	0.071576387	0.128131616
Brap	0	0	0	0	0.146583089	0	0	0	0	0	0	0	0	0.141256114	0
Surf2	0	0	0	0	0.122589342	0	0.11650659	0	0	0	0	0	0	0.066778229	0
Aamdc	0	0	0	0	0.111880385	0	0.100850426	0	0.126811561	0	0.342954554	0	0	0.075783433	0
Rps6ka3	0	0	0	0	0.140004527	0	0.11748552	0.132931177	0	0	0	0	0.104201467	0.054484102	0.324654329
Smarca2	0	0	0	0	0.128476372	0	0	0	0.108399064	0	0	0	0	0.060683024	0
Ccng2	0	0	0	0	0.139243561	0.133217397	0.655273451	0	0	0	0.342073419	0	0.319746984	0.113851443	0
Tle4	0	0	0	0	0.114174699	0	0.094545702	0.120061011	0	0	0	0	0	0.105832779	0
Fcho2	0	0	0	0	0.115223111	0.290432982	0	0.07256793	0.253626051	0.099599134	0.105691588	0	0.087023452	0.032855732	0
Scyl1	0	0	0	0	0.129280721	0	0.116385672	0	0	0	0	0	0	0	0
Ttc33	0	0	0	0	0.108257237	0	0	0	0	0	0.275826847	0	0.278664999	0.07126621	0
Ash2l	0	0	0	0	0.1148587	0	0.133819135	0	0.133864927	0.280192721	0	0	0	0.063204462	0
1110032A03Rik	0	0	0	0	0.076671282	0	0	0.33673803	0	0	0	0	0	0	0
Zkscan3	0	0	0	0	0.137994116	0	0.411877237	0.339318575	0	0	0	0	0	0.103002856	0
Slc30a9	0	0	0	0	0.091098795	0	0	0	0	0	0	0	0	0.045461537	0
Ide	0	0	0	0	0.129190406	0	0.11503977	0	0.112773169	0.268744786	0.341047736	0.339626622	0	0	0
Tmem126a	0	0	0	0	0.533101197	0	0.380497187	0.511990503	0	0	0	0	0.526076745	0.315050622	0
Tango2	0	0	0	0	0.133445519	0	0.455026218	0	0	0	0	0	0	0.072474214	0
Trip4	0	0	0	0	0.099918184	0	0	0	0	0	0	0	0	0.074167435	0
Fam162a	0	0	0	0	0.600695009	0.635371877	0.316448325	0.31292353	0	0	1.427689439	0	0.66382928	0.323136665	0
Dgkd	0	0	0	0	0.08352346	0	0.055155955	0	0	0	0	0	0.304639221	0	0
Arhgap27	0	0	0	0	0.119626427	0	0.081515454	0.506308335	0	0	0	0.109383576	0	0.043141111	0.079434047
Mpv17	0	0	0	0	0.09094362	0.112633569	0.093992969	0	0	0.111550991	0.102580497	0	0	0.111147811	0
Ext2	0	0	0	0	0.116841374	0	0.0905181	0	0.109162826	0	0	0	0	0.076742209	0
Atg7	0	0	0	0	0.084017446	0	0.092597463	0.075468502	0.240446825	0	0	0	0.085875891	0.06515857	0
Tmem185b	0	0	0	0	0.108018658	0.258030732	0.11105022	0	0.364809724	0.109379353	0.114435889	0.110200149	0	0.0531204	0
Mapk6	0	0	0	0	0.084458998	0.097018954	0.106916837	0.07799061	0.24547663	0	0.296381977	0	0.095645806	0.078964507	0
Tmem115	0	0	0	0	0.09224417	0	0	0	0	0	0	0	0	0.082916519	0
Vps54	0	0	0	0	0.083992126	0.102429269	0.110768826	0	0	0.26570493	0.453455798	0	0	0.066527817	0.098828871
Tbc1d17	0	0	0	0	0.105191585	0	0	0.257486925	0	0	0	0	0	0	0
Afg3l2	0	0	0	0	0.08611013	0	0.067464568	0.09264597	0	0	0.261424937	0	0.107984859	0.073568076	0
Hdac5	0	0	0	0	0.063576237	0	0.080366168	0.238087763	0.212157541	0.081551218	0.07068623	0.073176386	0	0.058086377	0
Clock	0	0	0	0	0.104646874	0	0	0.109130742	0	0	0	0	0	0.070460671	0
Rras	0	0	0	0	0.086995353	0	0.329129979	0.09602541	0.279446675	0.090868152	0.085255302	0.089460868	0	0.042855282	0.02917908
Mov10	0	0	0	0	0.124088329	0	0	0.057466921	0	0	0	0	0	0.02634537	0
Klhl9	0	0	0	0	0.076888844	0	0	0.267830785	0	0	0	0	0	0.062633846	0
Txndc11	0	0	0	0	0.127502526	0	0	0.500977468	0	0	0	0	0.276386802	1.365970082	0
Gpr146	0	0	0	0	0.109108648	0	0.073011918	0.531923988	0.35278406	0.071420621	0	0.049272722	0.07763643	0.031302581	0
Fbxo11	0	0	0	0	0.099839597	0	0.488088938	0	0	0	0	0	0	0.062620753	0
Tfeb	0	0	0	0	0.088139575	0	0.083492624	0	0.230454677	0.077316119	0	0.088728103	0.243219181	0.050086135	0.034658607
